Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Andorra,AND,"Population, total",SP.POP.TOTL,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824
Andorra,AND,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.177517035413466,0.167851197419167,0.166791327969491,0.162091570084167,0.16027057827413,0.167701971679472,0.159517865793492,0.167967623620356,..,..
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,82428837129.6654,86404016655.5033,87219300384.5072,84968945427.6388,84843913772.756,83727060996.4296,83139068488.845,78451509293.6061,79392308047.2925,81810123785.9154
Angola,AGO,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,2.63389992713928,..,..,..,..,..,..,..,..
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.24267661571503,-1.05590403079987,-0.928497076034546,-0.971013605594635,-0.951664865016937,-1.00511503219604,-1.12856233119965,-1.25839388370514,-1.12807631492615,-1.04042935371399
Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.73552542857565,3.68442896683492,3.61767751762095,3.58621100683242,3.5509866361995,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025,3.09675267067326
Angola,AGO,"Population, total",SP.POP.TOTL,26147002,27128337,28127721,29154746,30208628,31273533,32353588,33428486,34503774,35588987
Angola,AGO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.327054231731941,0.342698188650863,0.362865786133063,0.347429285504554,0.295422486840164,0.282314937592375,0.293278484389941,0.252570029288333,..,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1240363271.73109,1287444082.93699,1336692592.59259,1410163355.6217,1454507891.73534,1553760051.89993,1621256318.17727,1337501037.50621,1425172890.58393,1545724464.81893
Antigua and Barbuda,ATG,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.487086772918701,-0.0703446120023727,0.183694764971733,0.218476206064224,-0.0360001102089882,-0.0534708015620708,-0.0546945296227932,-0.204486712813377,-0.19328498840332,-0.159468576312065
Antigua and Barbuda,ATG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,88497,89236,89941,90564,91119,91626,92117,92664,93219,93763
Antigua and Barbuda,ATG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.381259273615869,0.370190834939218,0.366726054080414,0.354923419336297,0.343827629153214,0.327334970015536,0.313954057907545,0.354840846243302,..,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,593858966307.156,578937574935.696,594749285413.212,582376550428.09,598790850843.677,583118120294.002,571450737224.442,514630046744.607,568142562825.363,597930530213.47
Argentina,ARG,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.253538548946381,-0.110760383307934,-0.0493510514497757,0.219068825244904,0.135000482201576,0.0280940532684326,-0.120677568018436,-0.253818213939667,-0.389672070741653,-0.282877296209335
Argentina,ARG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
Argentina,ARG,"Population, total",SP.POP.TOTL,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,46234830
Argentina,ARG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.308584546831977,0.310224638675334,0.311980198296642,0.314502189116929,0.299382162815979,0.303359806261571,0.294272085143803,0.300285420522076,..,..
Armenia,ARM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9870755073.01128,10226102255.6979,10553337527.7745,10574444202.8117,11367527518.1962,11958638949.103,12867495509.0601,11941035832.5099,12621674874.8006,14212005909.0254
Armenia,ARM,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,47.3234710693359,..,43.519889831543,..,..,43.3225784301758,..,..
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,0.078659787774086,-0.255827993154526,-0.331129431724548,-0.311781495809555,-0.251172304153442,-0.170385882258415,-0.225958585739136,-0.304616540670395,-0.281927227973938,-0.314229518175125
Armenia,ARM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,Population growth (annual %),SP.POP.GROW,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951,-0.377102034390101
Armenia,ARM,"Population, total",SP.POP.TOTL,2901385,2889930,2878595,2865835,2851923,2836557,2820602,2805608,2790974,2780469
Armenia,ARM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.557353511388633,0.53578576304057,0.506323235273875,0.479145750152313,0.472512601478385,0.477663053823402,0.481492299386282,0.564992861141254,..,..
Aruba,ABW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2862305919.79842,2861719742.05527,2963128491.62011,3025849510.13709,3191737811.44837,3359554754.77015,3380888928.20317,2752412130.16594,3225070339.87036,..
Aruba,ABW,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,1.22132623195648,0.887889862060547,0.848053455352783,0.853404819965363,0.875804901123047,1.01347315311432,0.98783677816391,1.07522451877594,1.08404016494751,1.10533332824707
Aruba,ABW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Population growth (annual %),SP.POP.GROW,0.749301039347625,0.691615260101675,0.63795916173479,0.590062487333077,0.537295706145068,0.494795263046989,0.451969658863314,0.134255302359952,-0.0450446230906329,-0.0863922826549927
Aruba,ABW,"Population, total",SP.POP.TOTL,102880,103594,104257,104874,105439,105962,106442,106585,106537,106445
Aruba,ABW,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1288878224236.96,1322118614189.98,1350580336316.75,1387458580571.73,1419122933343.79,1460036887869.7,1491740073728.97,1490980996778.96,1524322499298.68,1579466215838.34
Australia,AUS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,37.2058486938477,39.5234184265137,40.4484214782715,41.3899192810059,42.6143493652344,43.2722282409668,44.457950592041,46.4523887634277,..,..
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.63284754753113,1.60136985778809,1.53417503833771,1.5333389043808,1.49827075004578,1.55606377124786,1.53876042366028,1.57377552986145,1.47399628162384,1.52887463569641
Australia,AUS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068,1.50299298221362,1.48520844681971,1.23570107988933,0.127728295728263,1.12589851822075
Australia,AUS,"Population, total",SP.POP.TOTL,23128129,23475686,23815995,24190907,24594202,24966643,25340217,25655289,25688079,25978935
Australia,AUS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.301368579820609,0.286863217815267,0.285641949335713,0.284551629524906,0.279855529544732,0.271267050367391,0.264924906798342,0.254192911122789,..,..
Austria,AUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,375650886015,378134963330.691,381971148530.543,389570224508.691,398368950204.699,408030932405.258,414222347188.812,387488567518.429,405145843845.507,425390748326.359
Austria,AUT,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,18.6053695678711,26.2802200317383,26.9349098205566,27.8241901397705,28.4334697723389,..,29.8692092895508,..,..,..
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.57191109657288,1.55362224578857,1.45145058631897,1.47535490989685,1.46740829944611,1.45610499382019,1.49224412441254,1.60626363754272,1.53002023696899,1.46545016765594
Austria,AUT,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.963774921741706
Austria,AUT,"Population, total",SP.POP.TOTL,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8916864,8955797,9042528
Austria,AUT,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.175036722786738,0.164106750281463,0.16560072728881,0.163506079244973,0.165343458535497,0.15472209331742,0.155708161178953,0.152630051458711,..,..
Azerbaijan,AZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,51096474737.7166,52501886757.7837,53076244754.5037,51430881230.6077,51533742961.6749,52306749106.1,53614417869.0268,51308997845.8071,54190742583.0465,56692470658.4522
Azerbaijan,AZE,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,25.3832302093506,25.4068698883057,25.411600112915,25.4651203155518,25.4286708831787,25.4317302703857,25.4013004302979,..,..,..
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.451402127742767,-0.312760949134827,-0.258776515722275,-0.159305065870285,-0.171281099319458,-0.145044252276421,-0.12810717523098,-0.155563846230507,0.213416561484337,-0.0406579151749611
Azerbaijan,AZE,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.366922375908499
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121,10137750,10175016
Azerbaijan,AZE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.605513397133875,0.614137928961567,0.598635041852767,0.626849068664481,0.620117968604883,0.625695547119813,0.662527010677861,0.668596180792554,..,..
"Bahamas, The",BHS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11348059778.2788,11557692820.1537,11672900000,11665077657.6218,11946825776.2937,12129998960.3154,12039754436.8498,9209427736.91217,10773618212.6295,12321675107.1918
"Bahamas, The",BHS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,0.867901861667633,0.72564971446991,0.679679214954376,0.682798445224762,0.53955864906311,0.500147342681885,0.445289075374603,0.405644178390503,0.419716477394104,0.424218326807022
"Bahamas, The",BHS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,0.934994065798907,0.898582547265484,0.912227428271637,0.831528122187361,0.765793758966215,0.720668948364001,0.657441084996389,0.471994444906908,0.352416997336031,0.508137884368941
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,385650,389131,392697,395976,399020,401906,404557,406471,407906,409984
"Bahamas, The",BHS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.247214066088178,0.217941421285022,0.189104678357563,0.174940969952877,0.181654946731237,0.230453441022167,0.217836668825467,0.266683237022008,..,..
Bahrain,BHR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,29034512771.3789,30297627559.0615,31050638297.8723,32155459790.271,33535234420.6161,34243206973.6781,34985245170.2699,33360307403.029,34250930436.9458,35915819622.2345
Bahrain,BHR,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.563814997673035,0.544873297214508,0.510042667388916,0.273077875375748,0.136370822787285,0.119554743170738,0.245266824960709,0.390768140554428,0.683325052261353,0.640424907207489
Bahrain,BHR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,2.95475711852975,3.84537935863732,3.81660491261165,3.42907892150581,3.29163380324261,2.07237016433842,0.459362584678761,-1.12524267833833,-0.966024840061971,0.611005553402689
Bahrain,BHR,"Population, total",SP.POP.TOTL,1261673,1311134,1362142,1409661,1456834,1487340,1494188,1477469,1463265,1472233
Bahrain,BHR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.99374837894446,0.999507302707697,0.982021680439639,0.942331417359111,0.909935491049994,0.900745074014514,0.942305816053417,0.973318369274133,..,..
Bangladesh,BGD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,172619318579.981,183081877944.077,195078574089.067,208955445955.618,222726132228.405,239028376881.356,257868370602.064,266759738105.963,285269340366.29,305522975082.013
Bangladesh,BGD,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,5.73784017562866,6.10905981063843,8.5697603225708,8.8502197265625,9.32695960998535,9.72739028930664,10.1376104354858,..,..,..
Bangladesh,BGD,Government Effectiveness: Estimate,GE.EST,-0.796950340270996,-0.774807810783386,-0.752515137195587,-0.706855893135071,-0.751890540122986,-0.762530446052551,-0.753748297691345,-0.779725730419159,-0.65562778711319,-0.76255190372467
Bangladesh,BGD,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384,1.0748367431585
Bangladesh,BGD,"Population, total",SP.POP.TOTL,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372
Bangladesh,BGD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.364766241217815,0.362204608914136,0.375012480697131,0.388259323077091,0.393568545922159,0.401394182782,0.359272445021835,0.320487269207171,..,..
Barbados,BRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4614713385.76023,4610686450.56552,4724691200,4844368803.70507,4866473198.96648,4816487749.94047,4810171058.54138,4169888153.51001,4161995686.68064,4578153440.95491
Barbados,BRB,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Government Effectiveness: Estimate,GE.EST,1.35117244720459,1.20008456707001,0.989431440830231,1.04431366920471,0.799872100353241,0.385415732860565,0.592136740684509,0.44402226805687,0.498197883367538,0.428703635931015
Barbados,BRB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.241564354388319,0.226568487744075,0.212392263810218,0.203329499651748,0.192888292188534,0.179288797746607,0.175755759089405,0.182929163306018,0.180461453548187,0.154574639677083
Barbados,BRB,"Population, total",SP.POP.TOTL,276865,277493,278083,278649,279187,279688,280180,280693,281200,281635
Barbados,BRB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.311930531686284,0.278064885510215,0.268709624874531,0.266447508912367,0.242469228074778,0.263712909892836,0.242667045681731,0.262853572961515,..,..
Belarus,BLR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,57706881121.1122,58703023049.7779,56454895054.6555,55028939583.4636,56422065249.0125,58199156902.2997,59040836991.9021,58643548764.1926,60073786383.9467,57251850481.4979
Belarus,BLR,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,60.6895790100098,..,..,..
Belarus,BLR,Government Effectiveness: Estimate,GE.EST,-0.961324989795685,-0.489301294088364,-0.489001840353012,-0.513335704803467,-0.357484430074692,-0.297697931528091,-0.174313709139824,-0.82950896024704,-0.804550170898438,-0.851105093955994
Belarus,BLR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-1.01435205510388
Belarus,BLR,"Population, total",SP.POP.TOTL,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9208701
Belarus,BLR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.03785196559668,1.01241464088833,0.97194937563656,1.00313399490962,0.996897220116991,1.01842712428808,0.976971244630414,0.934484715793008,..,..
Belgium,BEL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,446045040873.594,453086009677.5,462335574841.484,468191916732.07,475774660680.469,484305039588.75,495257928942.422,468699296976.953,498161413225.898,514340884953.437
Belgium,BEL,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,30.5247802734375,31.5528507232666,32.0645713806152,32.5408706665039,35.124080657959,..,35.7981986999512,..,..,..
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,1.70255434513092,1.5182546377182,1.53023040294647,1.39854896068573,1.24059319496155,1.22472155094147,1.11346733570099,1.07878303527832,1.08703339099884,1.22765874862671
Belgium,BEL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.469904402495701,0.657664577068916
Belgium,BEL,"Population, total",SP.POP.TOTL,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11538604,11592952,11669446
Belgium,BEL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.216459306017398,0.199437630096587,0.205686097230577,0.201138884791749,0.194603470196539,0.193108046283011,0.187759538143227,0.182129780331626,..,..
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2054464705.88235,2138483710.40724,2210500000,2213000565.61086,2175492081.44796,2199497511.31222,2298519909.50226,1990450226.24434,2293418755.65611,2571581674.20815
Belize,BLZ,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,20.9706192016602,..,..
Belize,BLZ,Government Effectiveness: Estimate,GE.EST,-0.145987525582314,-0.542809426784515,-0.641648054122925,-0.635412931442261,-0.669915676116943,-0.627337217330933,-0.634144604206085,-0.603375792503357,-0.526224076747894,-0.356178641319275
Belize,BLZ,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2.23816708234299,2.19427675238371,2.11632063401839,2.04687117105776,1.9892678402512,1.94863445386443,1.82301611890652,1.48622151575632,1.28562992065572,1.30164025141276
Belize,BLZ,"Population, total",SP.POP.TOTL,344688,352335,359871,367313,374693,382066,389095,394921,400031,405272
